id,customer,article,date,price
127,254,Gin,2021-09-24 15:10:17,1.18
128,374,Coke,2021-02-09 11:33:01,0.91
129,365,Chips,2021-11-24 01:32:26,3.03
130,812,Pizza,2021-01-07 07:03:31,1.09
131,770,Gin,2021-01-01 13:49:10,3.14
132,7,Gin,2021-03-29 18:07:00,4.64
133,507,Guacamole,2021-12-01 04:50:23,1.43
134,464,Burger,2021-05-25 21:26:44,2.06
135,132,Chips,2021-06-26 11:12:37,1.44
136,889,Beer,2021-09-13 05:16:34,1.79
137,166,Gin,2021-01-10 08:58:12,2.66
138,845,Pizza,2021-05-08 22:44:52,4.28
139,124,Guacamole,2021-10-27 05:06:38,2.43
140,461,Coke,2021-07-31 07:18:59,4.17
141,68,Gin,2021-04-15 00:38:00,2.87
142,848,Beer,2021-08-25 18:19:03,4.59
143,300,Gin,2021-09-25 03:27:29,5.34
144,216,Chips,2021-01-20 05:34:39,0.67
145,209,Nachos,2021-07-20 11:37:30,3.33
146,918,Guacamole,2021-07-16 14:15:49,4.28
147,159,Tonic,2021-08-13 07:47:06,3.88
148,7,Whiskey,2021-07-04 16:31:14,5.3
149,684,Nachos,2021-11-14 21:03:17,1.34
150,886,Tonic,2021-09-20 01:51:57,2.96
151,371,Chips,2021-08-19 13:35:10,5.32
152,926,Tonic,2021-05-10 13:56:25,3.99
153,555,Nachos,2021-11-09 18:07:28,1.53
154,461,Guacamole,2021-11-09 21:56:57,4.73
155,724,Popcorn,2021-08-12 15:39:10,2.52
156,759,Pizza,2021-03-29 05:45:12,5.32
157,636,Tonic,2021-07-16 05:51:39,4.86
158,430,Chips,2021-11-18 15:54:52,5.26
159,83,Fries,2021-06-23 22:57:13,2.13
160,535,Popcorn,2021-10-23 20:23:44,5.18
161,572,Nachos,2021-03-06 17:35:43,0.98
162,502,Guacamole,2021-02-08 10:06:13,0.65
163,87,Gin,2021-01-31 22:17:34,4.19
164,294,Beer,2021-01-19 17:21:42,2.1
165,934,Beer,2021-12-29 13:25:30,3.51
166,966,Pizza,2021-05-04 13:00:22,3.64
167,856,Pizza,2021-06-16 11:21:12,4.03
168,527,Tonic,2021-04-07 00:43:48,3.23
169,440,Chips,2021-07-04 04:06:21,1.26
170,10,Beer,2021-03-05 20:04:07,4.67
171,936,Nachos,2021-01-19 00:44:50,0.89
172,347,Tonic,2021-08-14 12:18:36,3.29
173,885,Chips,2021-09-15 19:34:50,2.8
174,905,Tonic,2021-11-27 15:07:14,4.24
175,830,Coke,2021-02-28 02:43:48,3.25
176,923,Nachos,2021-02-18 15:33:12,2.16
177,312,Tonic,2021-05-10 13:31:51,1.27
178,680,Chips,2021-06-15 08:32:30,1.28
179,430,Popcorn,2021-01-29 04:58:05,5.26
180,740,Fries,2021-04-17 02:46:53,4.29
181,107,Nachos,2021-06-21 06:02:42,5.25
182,880,Guacamole,2021-06-10 03:20:51,1.78
183,196,Burger,2021-12-14 08:17:22,1.79
184,151,Burger,2021-05-06 21:37:30,0.75
185,958,Burger,2021-11-13 05:56:09,4.33
186,727,Pizza,2021-07-07 06:36:37,2.54
187,444,Pizza,2021-09-23 18:27:20,4.15
188,580,Pizza,2021-03-06 02:16:08,5.4
189,201,Chips,2021-04-12 04:41:57,2.91
190,460,Burger,2021-05-29 01:08:42,4.16
191,713,Tonic,2021-02-10 05:00:40,2.2
192,275,Guacamole,2021-05-11 16:06:24,0.64
193,939,Burger,2021-12-14 00:04:34,5.34
194,532,Pizza,2021-10-05 05:52:31,5.23
195,925,Tonic,2021-11-19 19:33:34,4.84
196,604,Guacamole,2021-03-10 07:42:32,3.41
197,879,Tonic,2021-10-28 18:54:08,1.83
198,194,Popcorn,2021-08-24 07:27:37,4.46
199,469,Gin,2021-08-03 15:35:53,1.35
200,979,Guacamole,2021-08-11 11:43:50,0.73
201,11,Guacamole,2021-07-09 10:33:26,1.84
202,122,Whiskey,2021-05-25 11:41:14,1.26
203,222,Gin,2021-04-02 03:17:17,2.86
204,704,Fries,2021-12-01 12:35:29,4.88
205,16,Burger,2021-04-23 17:06:12,3.27
206,632,Chips,2021-03-21 02:07:05,5.25
207,314,Coke,2021-12-26 17:38:49,4.13
208,13,Chips,2021-03-29 15:19:55,3.21
209,367,Tonic,2021-04-28 21:42:16,3.94
210,525,Whiskey,2021-09-03 14:04:56,4.34
211,845,Popcorn,2021-05-14 12:16:16,1.04
212,338,Coke,2021-12-15 06:50:24,0.58
213,715,Tonic,2021-12-15 01:17:09,2.16
214,250,Burger,2021-08-15 18:46:11,2.4
215,658,Nachos,2021-01-09 04:02:45,2.28
216,770,Coke,2021-07-21 04:23:40,4.03
217,834,Coke,2021-06-13 22:17:17,4.13
218,598,Tonic,2021-07-07 20:21:53,0.7
219,80,Burger,2021-11-19 10:21:29,4.47
220,353,Pizza,2021-04-12 00:14:27,4.62
221,886,Chips,2021-08-31 08:07:07,0.92
222,267,Guacamole,2021-07-11 05:02:20,4.66
223,753,Whiskey,2021-07-25 20:19:52,2.15
224,716,Guacamole,2021-11-07 01:19:12,4.13
225,171,Guacamole,2021-04-15 06:08:28,5.43
226,112,Gin,2021-01-16 21:55:19,0.55
227,620,Beer,2021-01-15 04:03:52,5.22
228,163,Nachos,2021-10-13 08:48:03,1.15
229,3,Fries,2021-12-14 12:43:13,0.88
230,299,Coke,2021-08-31 21:43:29,4.96
231,415,Guacamole,2021-11-17 08:29:13,1.13
232,559,Tonic,2021-10-17 13:49:48,1.6
233,712,Nachos,2021-10-24 00:58:06,1.56
234,928,Pizza,2021-10-09 11:54:53,3.12
235,285,Beer,2021-09-16 03:33:26,5.07
236,48,Tonic,2021-03-31 03:12:08,2.4
237,681,Pizza,2021-03-05 13:14:49,1.75
238,315,Whiskey,2021-09-27 14:45:37,3.85
239,701,Fries,2021-06-24 20:57:42,2.63
240,64,Whiskey,2021-12-17 10:03:22,1.13
241,493,Nachos,2021-11-24 14:40:13,4.24
242,642,Burger,2021-10-15 20:58:48,0.62
243,455,Nachos,2021-12-06 01:05:06,1.88
244,154,Fries,2021-12-29 03:07:50,4.83
245,478,Burger,2021-10-24 16:05:50,5.02
246,185,Guacamole,2021-06-04 15:44:04,3.91
247,164,Whiskey,2021-09-06 01:13:52,4.3
248,721,Beer,2021-11-11 19:10:03,3.6
249,58,Chips,2021-02-15 17:19:30,1.43
250,436,Guacamole,2021-02-28 05:46:34,4.54
251,374,Gin,2021-07-05 17:50:46,1.1
252,734,Popcorn,2021-08-01 14:25:33,1.97
253,30,Guacamole,2021-12-01 04:20:33,3.63
254,850,Tonic,2021-09-06 18:13:59,5.01
255,39,Chips,2021-04-06 01:06:31,3.41
256,311,Beer,2021-09-18 10:23:32,2.82
257,86,Chips,2021-05-15 19:48:52,3.06
258,692,Popcorn,2021-08-20 06:32:47,3.29
259,510,Nachos,2021-03-16 12:16:45,1.31
260,981,Whiskey,2021-08-03 10:00:46,4.38
261,890,Guacamole,2021-02-19 09:35:19,3.95
262,383,Burger,2021-09-20 03:09:38,3.71
263,919,Guacamole,2021-05-19 21:45:28,3.36
264,870,Coke,2021-01-16 19:37:47,1.01
265,516,Chips,2021-04-23 05:18:03,1.38
266,630,Chips,2021-06-14 04:17:27,0.65
267,481,Guacamole,2021-10-29 20:57:53,3.62
268,463,Guacamole,2021-04-02 12:07:54,5.22
269,686,Guacamole,2021-12-13 00:14:12,1.82
270,818,Guacamole,2021-01-31 15:00:40,2.17
271,946,Guacamole,2021-01-16 19:28:26,4.64
272,132,Guacamole,2021-04-09 08:06:54,5.04
273,875,Gin,2021-11-18 16:22:06,3.78
274,442,Tonic,2021-10-28 05:39:47,2.84
275,651,Pizza,2021-06-04 21:17:26,3.75
276,659,Nachos,2021-05-07 13:01:24,2.74
277,442,Burger,2021-02-01 06:58:07,1.06
278,489,Tonic,2021-11-13 02:07:42,1.16
279,102,Whiskey,2021-05-08 11:12:10,1.21
280,830,Fries,2021-07-10 15:16:14,5.25
281,411,Coke,2021-08-10 19:33:44,0.6
282,380,Coke,2021-05-02 08:41:20,2.45
283,8,Popcorn,2021-08-29 21:18:48,4.03
284,541,Nachos,2021-04-18 16:46:41,3.31
285,64,Gin,2021-11-09 03:48:19,1.47
286,657,Nachos,2021-05-15 04:51:56,4.77
287,894,Popcorn,2021-11-24 23:21:54,4.28
288,332,Burger,2021-11-23 19:57:56,2.58
289,735,Nachos,2021-01-31 08:23:57,4.16
290,464,Beer,2021-01-21 02:05:42,1.97
291,622,Pizza,2021-08-28 05:01:25,1.81
292,175,Gin,2021-07-09 16:45:41,4.01
293,905,Beer,2021-10-19 04:21:12,3.81
294,984,Chips,2021-12-02 23:42:32,4.19
295,398,Coke,2021-10-02 04:38:37,2.49
296,929,Fries,2021-06-21 04:13:22,2.52
297,723,Pizza,2021-05-11 16:41:45,4.61
298,512,Tonic,2021-04-01 10:18:50,1.63
299,190,Fries,2021-09-03 17:33:28,2.85
300,719,Burger,2021-04-29 18:12:59,3.47
301,791,Gin,2021-05-05 21:35:12,0.82
302,659,Popcorn,2021-06-21 07:16:37,3.68
303,769,Pizza,2021-06-16 04:19:37,2.59
304,685,Beer,2021-07-03 16:22:59,5.39
305,879,Pizza,2021-08-09 02:07:48,3.11
306,882,Tonic,2021-02-22 20:18:40,4.98
307,46,Chips,2021-07-17 06:42:20,1.4
308,695,Beer,2021-01-03 16:22:18,4.45
309,330,Coke,2021-12-25 11:14:41,4.15
310,98,Tonic,2021-01-28 15:04:45,4.9
311,848,Nachos,2021-11-27 09:06:03,4.48
312,590,Guacamole,2021-10-15 06:14:42,2.5
313,486,Burger,2021-04-27 09:43:56,4.7
314,130,Pizza,2021-07-28 20:21:29,2.98
315,732,Popcorn,2021-08-12 18:27:04,2.25
316,887,Popcorn,2021-04-20 08:01:13,2.77
317,36,Popcorn,2021-03-01 12:59:04,3.6
318,206,Pizza,2021-10-07 04:03:42,1.67
319,365,Burger,2021-01-01 15:52:27,1.63
320,793,Gin,2021-12-10 13:17:35,4.52
321,972,Coke,2021-03-19 19:19:33,4.04
322,86,Coke,2021-05-27 03:31:28,4.14
323,234,Popcorn,2021-09-17 10:50:46,3.67
324,859,Burger,2021-02-26 22:13:31,1.55
325,966,Nachos,2021-01-03 17:29:55,1.89
326,348,Coke,2021-09-26 21:53:20,2.06
327,714,Whiskey,2021-02-21 04:02:41,3.3
328,143,Tonic,2021-05-17 07:32:01,3.51
329,398,Popcorn,2021-08-07 21:37:53,4.94
330,178,Nachos,2021-04-06 16:04:48,1.83
331,816,Whiskey,2021-02-23 20:12:03,3.2
332,697,Beer,2021-07-11 00:00:21,2.55
333,806,Chips,2021-02-24 00:51:16,5.0
334,720,Coke,2021-11-02 20:32:02,4.33
335,335,Beer,2021-12-19 13:57:57,0.69
336,371,Guacamole,2021-05-30 00:40:34,2.02
337,917,Nachos,2021-06-05 00:39:24,3.06
338,608,Nachos,2021-08-08 08:42:10,2.18
339,325,Popcorn,2021-04-11 19:39:28,3.01
340,700,Burger,2021-01-07 00:26:36,2.93
341,116,Fries,2021-10-06 05:55:58,4.67
342,49,Chips,2021-08-26 01:48:27,3.98
343,1,Nachos,2021-03-22 10:18:10,3.4
344,348,Gin,2021-09-26 07:36:35,2.81
345,963,Popcorn,2021-07-11 09:54:54,2.82
346,626,Nachos,2021-04-17 18:32:31,0.99
347,446,Nachos,2021-03-19 08:11:13,3.79
348,267,Guacamole,2021-11-23 06:35:46,5.38
349,88,Beer,2021-05-31 19:13:02,3.44
350,195,Tonic,2021-02-07 16:01:40,4.3
351,382,Tonic,2021-07-30 15:30:26,4.83
352,863,Pizza,2021-11-30 18:26:23,2.29
353,641,Nachos,2021-07-29 23:57:04,2.41
354,871,Tonic,2021-08-02 14:46:31,4.17
355,518,Tonic,2021-05-06 15:07:48,0.99
356,46,Whiskey,2021-11-10 12:15:56,4.74
357,975,Chips,2021-05-22 05:28:31,2.95
358,184,Whiskey,2021-05-01 22:09:37,5.05
359,573,Nachos,2021-01-22 01:12:52,0.77
360,388,Burger,2021-08-08 19:53:50,5.06
361,177,Nachos,2021-01-29 05:29:22,1.26
362,480,Nachos,2021-03-06 09:06:22,1.42
363,452,Pizza,2021-07-30 14:55:59,1.9
364,301,Nachos,2021-11-27 07:47:45,2.81
365,493,Fries,2021-04-02 23:11:06,0.58
366,559,Beer,2021-10-06 19:47:40,0.94
367,791,Whiskey,2021-06-22 00:38:47,2.06
368,156,Coke,2021-04-04 11:18:36,1.27
369,947,Coke,2021-04-28 06:25:37,4.3
370,282,Coke,2021-11-18 07:21:47,1.17
371,663,Coke,2021-02-21 13:34:41,1.29
372,24,Gin,2021-03-21 16:43:59,0.79
373,99,Guacamole,2021-02-20 05:51:04,4.27
374,795,Pizza,2021-10-26 19:26:03,1.42
375,324,Pizza,2021-10-06 13:44:27,1.9
376,9,Nachos,2021-08-27 16:29:45,4.84
377,236,Coke,2021-10-19 01:00:39,5.49
378,936,Chips,2021-05-02 16:25:23,1.12
379,469,Popcorn,2021-10-21 06:58:17,2.22
380,156,Chips,2021-03-30 19:13:18,4.12
381,384,Chips,2021-06-18 00:15:37,1.8
382,437,Chips,2021-11-27 21:37:18,4.85
383,857,Guacamole,2021-05-29 12:53:37,5.05
384,834,Fries,2021-05-21 00:19:38,5.29
385,508,Burger,2021-07-27 22:47:09,2.0
386,575,Fries,2021-08-27 19:18:54,1.29
387,150,Nachos,2021-04-18 18:43:38,3.29
388,288,Whiskey,2021-11-28 15:46:05,4.86
389,374,Nachos,2021-02-28 08:06:38,4.94
390,514,Whiskey,2021-03-06 19:09:54,0.97
391,513,Guacamole,2021-10-16 11:50:54,5.14
392,9,Tonic,2021-09-03 21:05:38,4.52
393,933,Tonic,2021-07-17 02:13:48,1.77
394,750,Chips,2021-03-14 10:52:30,2.66
395,594,Gin,2021-10-30 23:51:01,2.23
396,42,Nachos,2021-10-18 20:56:20,5.05
397,347,Gin,2021-11-27 16:42:44,1.99
398,845,Coke,2021-06-17 02:27:26,3.13
399,545,Gin,2021-05-18 11:35:40,0.84
400,816,Chips,2021-07-03 21:56:09,2.01
401,302,Tonic,2021-12-26 23:17:36,1.54
402,33,Beer,2021-08-30 22:21:55,2.75
403,513,Coke,2021-03-29 15:17:06,1.3
404,28,Tonic,2021-06-03 02:35:24,1.26
405,598,Guacamole,2021-02-11 23:18:39,3.51
406,547,Tonic,2021-03-15 13:54:38,2.36
407,90,Popcorn,2021-06-12 03:28:43,2.15
408,297,Chips,2021-03-03 07:56:46,5.22
409,263,Fries,2021-04-10 14:45:21,5.33
410,48,Guacamole,2021-11-23 21:54:47,3.19
411,223,Beer,2021-01-28 07:41:28,1.64
412,6,Coke,2021-06-16 22:19:06,0.68
413,508,Fries,2021-03-24 21:21:38,5.11
414,330,Guacamole,2021-09-05 00:23:25,4.33
415,38,Burger,2021-11-30 12:41:48,1.59
416,809,Pizza,2021-08-20 11:58:03,2.23
417,760,Popcorn,2021-07-23 07:15:33,5.17
418,859,Burger,2021-02-18 05:45:50,4.97
419,469,Guacamole,2021-10-26 21:09:14,5.03
420,862,Tonic,2021-04-12 15:56:30,1.42
421,193,Guacamole,2021-12-17 00:35:18,4.41
422,992,Popcorn,2021-03-12 11:29:26,4.64
423,438,Guacamole,2021-08-13 09:02:44,3.9
424,241,Burger,2021-11-24 06:43:11,5.43
425,846,Guacamole,2021-10-11 07:36:57,3.46
426,571,Coke,2021-09-01 13:07:46,2.41
427,333,Gin,2021-10-22 17:35:56,4.34
428,243,Tonic,2021-12-19 01:33:51,5.34
429,547,Guacamole,2021-07-17 20:00:15,5.1
430,429,Beer,2021-04-30 02:10:37,3.39
431,310,Guacamole,2021-05-24 20:49:39,2.19
432,442,Pizza,2021-11-24 08:54:36,4.59
433,199,Beer,2021-09-15 10:35:37,5.4
434,39,Burger,2021-05-04 05:28:37,5.08
435,872,Fries,2021-01-22 14:19:34,2.03
436,676,Burger,2021-04-22 21:28:07,0.8
437,622,Pizza,2021-01-11 13:01:19,2.74
438,443,Chips,2021-07-22 12:17:37,3.19
439,739,Gin,2021-03-09 00:50:45,4.65
440,45,Burger,2021-09-02 22:50:01,1.3
441,64,Gin,2021-10-13 00:01:56,2.66
442,82,Fries,2021-04-24 20:45:37,4.72
443,52,Coke,2021-02-03 01:30:29,0.69
444,625,Popcorn,2021-04-09 07:16:20,3.42
445,202,Fries,2021-12-07 12:53:45,2.13
446,299,Beer,2021-07-01 18:12:21,1.89
447,603,Pizza,2021-01-08 16:42:23,3.83
448,86,Whiskey,2021-03-01 14:48:28,0.56
449,233,Guacamole,2021-02-28 17:08:21,1.51
450,883,Nachos,2021-06-08 03:20:57,3.11
451,313,Tonic,2021-01-08 13:25:55,5.36
452,489,Pizza,2021-09-09 09:36:17,3.85
453,359,Whiskey,2021-12-26 11:38:08,2.23
454,167,Gin,2021-09-29 12:48:24,2.72
455,339,Coke,2021-11-02 08:01:24,2.14
456,30,Popcorn,2021-12-05 09:16:13,1.22
457,516,Coke,2021-01-27 03:04:56,1.86
458,114,Coke,2021-06-02 21:48:31,5.33
459,357,Burger,2021-09-06 07:18:40,1.07
460,693,Nachos,2021-10-20 18:59:14,3.56
461,971,Nachos,2021-07-03 08:44:14,1.53
462,384,Chips,2021-01-03 20:08:17,2.76
463,439,Nachos,2021-11-30 01:58:03,1.39
464,270,Pizza,2021-07-21 00:25:34,2.17
465,956,Gin,2021-09-13 16:27:32,3.27
466,535,Beer,2021-02-07 01:38:41,1.99
467,483,Pizza,2021-05-23 08:58:31,2.58
468,650,Pizza,2021-12-22 18:45:13,1.84
469,984,Whiskey,2021-02-02 11:52:04,5.34
470,212,Guacamole,2021-10-20 09:42:21,2.32
471,365,Guacamole,2021-09-19 21:40:03,5.14
472,733,Fries,2021-10-02 03:15:55,1.08
473,294,Fries,2021-03-20 11:27:15,5.12
474,961,Pizza,2021-07-23 12:17:35,4.37
475,176,Beer,2021-02-24 14:44:55,1.42
476,383,Coke,2021-12-22 10:37:38,5.17
477,381,Fries,2021-06-18 14:15:25,1.54
478,816,Tonic,2021-10-12 19:34:10,1.14
479,259,Guacamole,2021-02-20 12:55:27,0.93
480,422,Coke,2021-08-11 02:57:29,0.76
481,358,Whiskey,2021-07-21 20:10:43,3.09
482,708,Coke,2021-09-07 01:22:42,3.86
483,826,Chips,2021-11-23 03:06:31,3.95
484,296,Fries,2021-05-26 11:18:11,4.02
485,669,Fries,2021-11-14 14:36:14,1.64
486,985,Guacamole,2021-06-13 21:28:10,4.18
487,868,Tonic,2021-11-03 12:56:14,1.75
488,738,Tonic,2021-08-05 11:42:31,4.33
489,264,Nachos,2021-01-06 09:03:53,0.98
490,55,Guacamole,2021-10-11 06:42:11,1.2
491,221,Popcorn,2021-11-15 15:34:58,5.06
492,120,Burger,2021-11-19 08:24:32,2.24
493,272,Gin,2021-04-08 07:20:02,1.92
494,254,Coke,2021-04-05 04:47:46,3.95
495,419,Chips,2021-06-30 21:12:22,4.93
496,64,Beer,2021-08-23 08:15:51,4.77
497,855,Gin,2021-10-19 14:29:00,0.96
498,145,Tonic,2021-07-10 21:13:10,4.93
499,956,Popcorn,2021-09-09 12:22:56,0.72
500,462,Chips,2021-04-17 21:13:52,2.9
501,492,Guacamole,2021-04-14 17:51:25,4.5
502,982,Nachos,2021-10-25 05:32:42,5.25
503,464,Guacamole,2021-07-28 11:04:31,3.79
504,742,Guacamole,2021-04-16 07:37:14,0.73
505,692,Whiskey,2021-04-16 06:27:16,1.02
506,332,Whiskey,2021-03-28 01:00:25,2.42
507,133,Chips,2021-09-07 04:45:17,3.04
508,763,Whiskey,2021-10-08 09:11:14,3.04
509,171,Pizza,2021-10-27 15:17:09,1.91
510,525,Nachos,2021-06-26 11:35:48,2.99
511,942,Nachos,2021-07-23 07:40:39,1.37
512,153,Fries,2021-04-08 11:28:53,1.14
513,831,Coke,2021-03-24 10:23:33,4.03
514,162,Whiskey,2021-06-21 05:06:22,2.72
515,199,Popcorn,2021-01-11 05:21:16,4.27
516,204,Popcorn,2021-11-30 17:07:59,4.89
517,485,Tonic,2021-09-11 19:31:57,5.29
518,558,Whiskey,2021-09-26 13:51:25,4.74
519,655,Whiskey,2021-05-11 18:08:29,1.05
520,587,Fries,2021-02-19 06:13:47,1.01
521,625,Gin,2021-12-15 22:31:23,3.5
522,28,Gin,2021-10-17 20:01:36,0.82
523,390,Gin,2021-04-09 07:39:46,2.8
524,329,Pizza,2021-11-18 01:32:12,3.24
525,169,Guacamole,2021-11-21 08:05:40,0.57
526,949,Coke,2021-11-19 07:00:04,4.12
527,422,Burger,2021-08-29 10:16:53,5.14
528,969,Tonic,2021-12-13 22:17:06,3.16
529,841,Gin,2021-07-17 12:16:06,4.65
530,483,Burger,2021-03-01 18:25:47,1.62
531,172,Gin,2021-10-19 01:04:38,2.98
532,586,Beer,2021-05-25 09:59:58,1.71
533,637,Guacamole,2021-10-14 08:03:39,0.55
534,119,Burger,2021-10-05 22:48:00,0.59
535,433,Burger,2021-01-20 01:11:10,4.65
536,251,Nachos,2021-12-08 21:49:12,4.54
537,970,Gin,2021-03-04 18:36:01,5.02
538,46,Chips,2021-02-07 10:37:55,0.79
539,507,Burger,2021-07-27 01:47:00,4.77
540,18,Tonic,2021-04-13 08:14:04,2.61
541,440,Gin,2021-02-16 00:04:05,4.4
542,276,Chips,2021-12-05 16:33:04,3.11
