,date,time,abbreviation_canton_and_fl,ncumul_tested,ncumul_conf,new_hosp,current_hosp,current_icu,current_vent,ncumul_released,ncumul_deceased,source,current_isolated,current_quarantined,current_quarantined_riskareatravel
117,2020-03-03,00:00,GE,1278.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,infocovid.smc.unige.ch,38.0,1.0,0.0
118,2020-03-03,08:00,AG,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,www.ag.ch,0.0,0.0,0.0
119,2020-03-03,08:00,ZG,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www.zg.ch,2.0,2.0,0.0
120,2020-03-03,14:30,ZH,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,www.zh.ch,0.0,0.0,0.0
121,2020-03-03,17:30,BS,235.0,3.0,0.0,9.0,1.0,0.0,0.0,0.0,twitter.com,0.0,0.0,3.0
122,2020-03-04,00:00,BE,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,covid-kennzahlen.apps.be.ch,0.0,0.0,0.0
123,2020-03-04,00:00,BL,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,www.baselland.ch,0.0,0.0,0.0
124,2020-03-04,00:00,FR,30.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,www.fr.ch,0.0,0.0,0.0
125,2020-03-04,00:00,GR,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,services1.arcgis.com,0.0,0.0,0.0
126,2020-03-04,00:00,JU,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,www.jura.ch,0.0,0.0,0.0
127,2020-03-04,00:00,NE,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,www.ne.ch,0.0,0.0,0.0
128,2020-03-04,00:00,SZ,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,www.sz.ch,0.0,0.0,0.0
129,2020-03-04,00:00,TI,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,www4.ti.ch,0.0,0.0,0.0
130,2020-03-04,00:00,VD,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,www.vd.ch,0.0,0.0,0.0
131,2020-03-04,00:00,VS,0.0,5.0,1.0,15.0,0.0,0.0,0.0,0.0,www.vs.ch,0.0,0.0,0.0
132,2020-03-04,00:00,FL,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www.llv.li,0.0,0.0,0.0
133,2020-03-04,00:00,GE,1384.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,infocovid.smc.unige.ch,50.0,1.0,0.0
134,2020-03-04,06:35,SG,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www.sg.ch,0.0,0.0,0.0
135,2020-03-04,08:00,AG,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,www.ag.ch,0.0,0.0,0.0
136,2020-03-04,08:00,ZG,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www.zg.ch,2.0,2.0,0.0
137,2020-03-04,14:30,ZH,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,www.zh.ch,0.0,0.0,0.0
138,2020-03-04,17:20,BS,235.0,3.0,0.0,11.0,2.0,0.0,0.0,0.0,twitter.com,0.0,0.0,3.0
139,2020-03-04,18:00,LU,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,www.lustat.ch,0.0,0.0,0.0
140,2020-03-05,00:00,AR,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www.ar.ch,0.0,0.0,0.0
141,2020-03-05,00:00,BE,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,covid-kennzahlen.apps.be.ch,0.0,0.0,0.0
142,2020-03-05,00:00,BL,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,www.baselland.ch,0.0,0.0,0.0
143,2020-03-05,00:00,FR,30.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,www.fr.ch,0.0,0.0,0.0
144,2020-03-05,00:00,GR,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,services1.arcgis.com,0.0,0.0,0.0
145,2020-03-05,00:00,JU,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,www.jura.ch,0.0,0.0,0.0
146,2020-03-05,00:00,LU,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,www.lustat.ch,0.0,0.0,0.0
147,2020-03-05,00:00,NE,0.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,www.ne.ch,0.0,0.0,0.0
148,2020-03-05,00:00,SG,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www.sg.ch,0.0,0.0,0.0
149,2020-03-05,00:00,TG,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www.tg.ch,0.0,0.0,0.0
150,2020-03-05,00:00,TI,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,www4.ti.ch,0.0,0.0,0.0
151,2020-03-05,00:00,VD,0.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,www.vd.ch,0.0,0.0,0.0
152,2020-03-05,00:00,VS,0.0,6.0,0.0,13.0,0.0,0.0,2.0,0.0,www.vs.ch,0.0,0.0,0.0
153,2020-03-05,00:00,FL,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www.llv.li,0.0,0.0,0.0
154,2020-03-05,00:00,GE,1447.0,118.0,1.0,0.0,0.0,0.0,0.0,0.0,infocovid.smc.unige.ch,71.0,1.0,0.0
155,2020-03-05,08:00,AG,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,www.ag.ch,0.0,0.0,0.0
156,2020-03-05,08:00,ZG,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,www.zg.ch,3.0,3.0,0.0
157,2020-03-05,14:30,ZH,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,www.zh.ch,0.0,0.0,0.0
158,2020-03-05,17:15,BS,235.0,8.0,0.0,12.0,1.0,0.0,0.0,0.0,www.coronavirus.bs.ch,0.0,0.0,3.0
159,2020-03-06,00:00,AR,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www.ar.ch,0.0,0.0,0.0
160,2020-03-06,00:00,BE,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,covid-kennzahlen.apps.be.ch,0.0,0.0,0.0
161,2020-03-06,00:00,BL,0.0,17.0,0.0,4.0,2.0,2.0,0.0,0.0,www.baselland.ch,0.0,0.0,0.0
162,2020-03-06,00:00,FR,30.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,www.fr.ch,0.0,0.0,0.0
163,2020-03-06,00:00,GR,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,services1.arcgis.com,0.0,0.0,0.0
164,2020-03-06,00:00,JU,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,www.jura.ch,0.0,0.0,0.0
165,2020-03-06,00:00,LU,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,www.lustat.ch,0.0,0.0,0.0
166,2020-03-06,00:00,NE,0.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,www.ne.ch,0.0,0.0,0.0
167,2020-03-06,00:00,SZ,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,www.sz.ch,0.0,0.0,0.0
168,2020-03-06,00:00,TG,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www.tg.ch,0.0,0.0,0.0
169,2020-03-06,00:00,TI,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,www4.ti.ch,0.0,0.0,0.0
170,2020-03-06,00:00,VD,0.0,23.0,0.0,15.0,2.0,0.0,0.0,1.0,www.vd.ch,0.0,0.0,0.0
171,2020-03-06,00:00,VS,0.0,6.0,1.0,14.0,0.0,0.0,2.0,0.0,www.vs.ch,0.0,0.0,0.0
172,2020-03-06,00:00,FL,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www.llv.li,0.0,0.0,0.0
173,2020-03-06,00:00,GE,1538.0,161.0,1.0,0.0,0.0,0.0,0.0,0.0,infocovid.smc.unige.ch,82.0,1.0,0.0
174,2020-03-06,08:00,AG,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,www.ag.ch,0.0,0.0,0.0
175,2020-03-06,08:00,ZG,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,www.zg.ch,3.0,3.0,0.0
176,2020-03-06,12:00,SO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,so.ch,0.0,0.0,0.0
177,2020-03-06,14:00,BS,235.0,15.0,0.0,12.0,1.0,0.0,0.0,0.0,twitter.com,0.0,0.0,3.0
178,2020-03-06,14:30,ZH,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,www.zh.ch,0.0,0.0,0.0
179,2020-03-06,15:38,SG,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,www.sg.ch,0.0,0.0,0.0
180,2020-03-07,00:00,AR,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www.ar.ch,0.0,0.0,0.0
181,2020-03-07,00:00,BL,0.0,18.0,0.0,4.0,2.0,2.0,0.0,0.0,www.baselland.ch,0.0,0.0,0.0
182,2020-03-07,00:00,FR,30.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,www.fr.ch,0.0,0.0,0.0
183,2020-03-07,00:00,GR,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,services1.arcgis.com,0.0,0.0,0.0
184,2020-03-07,00:00,JU,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,www.jura.ch,0.0,0.0,0.0
185,2020-03-07,00:00,LU,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,www.lustat.ch,0.0,0.0,0.0
186,2020-03-07,00:00,NE,0.0,18.0,0.0,2.0,0.0,0.0,0.0,0.0,www.ne.ch,0.0,0.0,0.0
187,2020-03-07,00:00,SG,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,www.sg.ch,0.0,0.0,0.0
188,2020-03-07,00:00,TG,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www.tg.ch,0.0,0.0,0.0
189,2020-03-07,00:00,TI,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,www4.ti.ch,0.0,0.0,0.0
190,2020-03-07,00:00,VD,0.0,30.0,0.0,16.0,4.0,0.0,0.0,1.0,www.vd.ch,0.0,0.0,0.0
191,2020-03-07,00:00,VS,0.0,7.0,0.0,14.0,0.0,0.0,2.0,0.0,www.vs.ch,0.0,0.0,0.0
192,2020-03-07,00:00,FL,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www.llv.li,0.0,0.0,0.0
193,2020-03-07,00:00,GE,1614.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,infocovid.smc.unige.ch,114.0,1.0,0.0
194,2020-03-07,08:00,AG,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,www.ag.ch,0.0,0.0,0.0
195,2020-03-07,08:00,ZG,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,www.zg.ch,5.0,8.0,0.0
196,2020-03-07,12:00,BS,235.0,21.0,0.0,12.0,1.0,0.0,0.0,0.0,twitter.com,0.0,0.0,3.0
