"","x"
"346",1.92464053622427
"347",2.41917343057281
"348",0.143248826937253
"349",2.33228688738569
"350",1.98690530463102
"351",0.237139942124486
"352",0.0379960183054209
"353",1.55813310845735
"354",0.389678752981126
"355",1.58514837308917
"356",2.4123933466468
"357",5.63149815997173
"358",1.42450347348096
"359",1.54789265400803
"360",0.0526162954047322
"361",0.180351323448122
"362",0.47680810103571
"363",0.271675196476281
"364",0.659650034271181
"365",1.37983299698681
"366",3.40034526873776
"367",1.89703913002804
"368",0.903083879500628
"369",1.07441884465516
"370",0.0246238242834806
"371",0.419985454529524
"372",0.450664645829561
"373",2.88039446232801
"374",9.29585428692387
"375",0.377185351215303
"376",4.77400075991578
"377",2.1644590214531
"378",0.26493951240807
"379",4.29552628679275
"380",0.885589864104986
"381",2.29844338065925
"382",1.96877988788609
"383",2.28256038940492
"384",2.76677519819679
"385",0.698384467512369
"386",1.02017179876566
"387",3.90551179630642
"388",0.332699964522864
"389",0.747129114344716
"390",0.149297619238496
"391",0.356749901548028
"392",2.89513923956041
"393",1.16301295720041
"394",0.842034916393459
"395",0.448635159060359
"396",1.80652396186235
"397",2.18122657115126
"398",6.09472653673432
"399",0.537370047532022
"400",1.74902937739136
"401",4.60956146893957
"402",1.02147080097347
"403",0.0643807211890817
"404",3.73924669606571
"405",4.47079067188004
"406",1.44583892627599
"407",0.0638246443122625
"408",0.538523296825588
"409",0.728070358745754
"410",2.14045708618107
"411",0.714708527550101
"412",0.187532301992178
"413",0.519841206260026
"414",11.1855225258305
"415",5.93863691355953
"416",1.0289377970621
"417",2.71366757891121
"418",0.638224909082055
"419",4.57543593727611
"420",1.57952076494856
"421",0.470249632556116
"422",3.18736781789701
"423",1.50103681469112
"424",1.20620969776064
"425",0.139497440966437
"426",2.70458788975122
"427",4.35371559873859
"428",1.05328669585288
"429",5.39718316842742
"430",0.250761268820159
"431",0.757585075841434
"432",0.341178799704165
"433",1.42873173757436
"434",2.569667044943
"435",0.0374448271468282
"436",0.542699827812612
"437",0.370604665018618
"438",1.13098948355764
"439",8.87129634195187
"440",3.76553145779257
"441",1.54730726698703
"442",0.133526975288987
"443",0.33852828387171
"444",5.31903522063918
"445",14.0310982974667
"446",1.89417944862537
"447",1.20172511453628
"448",0.249075949713674
"449",0.0893947948408438
"450",0.0119139878079295
"451",1.68135267186081
"452",0.451428060419858
"453",2.62810823871734
"454",1.34916163608432
"455",4.54710192580648
"456",0.665995464660227
"457",2.39162119469585
"458",0.0522591129813878
"459",0.904730784706771
"460",0.0604735109032264
"461",0.0236614709720016
"462",1.872051849895
"463",2.42994725509527
"464",0.177265939873046
"465",3.12171527226498
"466",0.407010985538363
"467",0.0680404276091128
"468",8.26108018639398
"469",4.32669276077809
"470",0.178080697543919
"471",2.59349614373388
"472",0.83996428986269
"473",3.67775712517982
"474",0.234075955568882
"475",6.85759051110516
"476",0.938494185917079
"477",0.0474613860195179
"478",2.15323356716874
"479",1.56466336353662
"480",2.41902456886032
"481",3.26729801280384
"482",0.0302835498005152
"483",1.17484083399177
"484",4.05065799860244
"485",0.977661984972656
"486",4.3511074890656
"487",0.66147385542172
"488",0.471033352427185
"489",0.650152228195391
"490",1.51535573220792
"491",2.93459302170162
"492",2.57455215594711
"493",4.79862807293363
"494",0.231657641374616
"495",0.528055299073458
"496",2.71783666863086
"497",2.46185762799325
"498",2.52223704001846
"499",2.38021209827604
"500",2.86258914867222
